ten_benh,trieu_chung_goc,symptoms_extract,negated_symptoms,duration,icd_code,icd_name,confidence
vỡ tử cung,"trong vỡ tử cung, mỗi mẹ bầu sẽ gặp phải những triệu chứng khác nhau với mức độ không giống nhau tùy thuộc vào vị trí, thời điểm vỡ cũng như mức độ vết nứt tử cung. bác sĩ quý khoa chia sẻ một số dấu hiệu thường gặp giúp mẹ bầu sớm nhận biết tai biến sản khoa nguy hiểm này, gồm: dấu hiệu vỡ tử cung trong thai kỳ đau nhói vùng hạ vị đột ngột, có thể đau tự nhiên hoặc đau sau chấn thương trực tiếp ở vùng bụng, nhất là chỗ sẹo mổ cũ. choáng nhẹ hoặc nặng tùy mức độ mất máu. đau nhói chỗ sẹo mổ cũ, ấn vết mổ thấy đau. giảm hoặc không nhận thấy cơn co tử cung. sốc, huyết áp thấp, mạch đập nhanh, chậm bất thường hoặc không đo được. nhịp tim thai nhi chậm hoặc không nghe thấy. xuất huyết âm đạo ít hoặc nhiều. nước ối có màu đỏ. dấu hiệu dọa vỡ tử cung trước khi vỡ tử cung có một giai đoạn gọi là dọa vỡ tử cung, chỉ xảy ra trên tử cung không có sẹo mổ cũ. các dấu hiệu nhận biết giai đoạn này gồm: mẹ bầu nhận thấy đau bụng nhiều, cơn đau kéo dài, với cường độ đau càng lúc càng tăng. tử cung bị thắt lại tạo thành hình quả bầu nậm. ấn vào thành đoạn dưới tử cung thấy mỏng và đau, có thể sờ chạm ngôi thai. cơn co tử cung kéo dài, khoảng cách giữa các cơn co ngắn với cường độ mạnh. tim thai bất thường, lúc nhanh lúc chậm. dấu hiệu tử cung bị vỡ trong chuyển dạ mẹ bầu đã có dấu doạ vỡ tử cung, đột ngột đau nhói. sau đó bớt đau hơn nhưng tổng trạng xấu dần. da xanh xao, mạch đập nhẹ, tụt huyết áp, chân tay lạnh. chảy máu màu đỏ tươi ở âm đạo. nước tiểu có thể có màu đỏ có dấu hiệu suy thai, mất cơn co tử cung, thai không máy.","đau nhói chỗ sẹo mổ cũ
choáng nhẹ hoặc nặng
đau nhói
đau tự nhiên hoặc đau sau
đau càng lúc càng tăng
đau bụng nhiều
mất máu
đau kéo dài
mất cơn co tử cung
nhanh lúc chậm
suy thai","chậm bất thường hoặc không đo
chậm hoặc không nghe thấy","đột ngột, trước khi vỡ tử cung",O71.1,Vỡ tử cung trong chuyển dạ,0.8215
vùi dương vật,"trẻ bị vùi dương vật thường không có bất kỳ triệu chứng bất thường nào. bố mẹ có thể phát hiện ra trong quá trình chăm sóc, vệ sinh vùng kín cho trẻ. khi bị bệnh này, dương vật của trẻ không lồi ra bên ngoài như bình thường mà dường như bị nhét sâu vào trong, bị các mô xung quanh che lấp. điều này có thể gây khó khăn cho trẻ khi tiểu tiện và giữ vệ sinh cá nhân. từ đó, nguy cơ viêm, nhiễm trùng ở dương vật tăng, gây đau, có mùi hôi khó chịu, thậm chí bí tiểu.","viêm nhiễm ở dương vật
hôi khó chịu
bí tiểu",Không có,không có,D29.0,Viêm dương vật,0.5703
whitmore,"sau khi xâm nhập vào cơ thể, vi khuẩn gây bệnh whitmore có thể gây ra nhiều triệu chứng lâm sàng khác nhau, chúng có thể xuất hiện riêng rẽ hoặc phối hợp. một số bệnh cảnh lâm sàng có thể gặp như: 1. nhiễm trùng da và mô mềm người bệnh bị áp xe dưới da, viêm mô tế bào với biểu hiện sưng đau, viêm tấy hoặc xuất hiện mụn mủ ở vùng da bệnh. ngoài ra cũng ghi nhận một số trường hợp người bệnh whitmore bị tổn thương da dạng loét, hoại tử một hoặc nhiều nơi trên cơ thể. điều này đã gây ra nhận định chưa chính xác cho rằng đây là bệnh lý gây ra do vi khuẩn ăn thịt người. 2. viêm phổi bệnh whitmore có thể gây viêm phổi với các triệu chứng phổ biến như ho có đờm đặc, khó thở, sốt cao, đau tức ngực viêm phổi do bệnh whitmore thường dễ bị nhầm lẫn với các nguyên nhân khác, người bệnh cần sớm đến bệnh viện để bác sĩ thăm khám và chẩn đoán kịp thời. 3. áp xe đa cơ quan người mắc bệnh whitmore có thể bị áp xe đa cơ quan (như gan, lách, thận, xương, não, tiền liệt tuyến, tuyến mang tai) gây ra các triệu chứng bao gồm đau lưng, đau bụng, đau đầu, hôn mê, co giật, tiểu gắt, sốt, mệt mỏi, sụt cân, đau nhức người. 4. nhiễm trùng máu nếu không được điều trị nhanh chóng và đúng phác đồ, tình trạng nhiễm trùng ở bệnh nhân sẽ tiến triển thành nhiễm trùng máu. đây là biến chứng nghiêm trọng của bệnh whitmore. khi tình trạng nhiễm trùng máu diễn tiến nhanh với các triệu chứng như sốt cao, lừ đừ, tay chân lạnh, tụt huyết áp thì có thể dẫn đến sốc nhiễm trùng, suy đa cơ quan nếu bệnh đã ở vào giai đoạn này, nguy cơ tử vong rất cao. trên lâm sàng, việc phân biệt bệnh whitmore với các bệnh nhiễm khuẩn cấp hoặc mạn tính khác thường gặp nhiều khó khăn.","nhiễm trùng da và mô mềm
áp xe dưới da
viêm mô tế bào
sưng đau
viêm tấy
mụn mủ
viêm phổi
đau tức ngực
sốt
khó thở
ho có đờm đặc
đau đầu
hôn mê
co giật
tiểu gắt
sụt cân
mệt mỏi
đau lưng
đau bụng
đau nhức người
nhiễm trùng máu
sốc nhiễm trùng
suy đa cơ quan",Không có,không có,Q84.4,Móng đốm trắng bẩm sinh,0.2947
xẹp đốt sống,"trên thực tế, có khoảng 2 3 trường hợp gãy lún cột sống không được chẩn đoán vì không gây ra triệu chứng hay dấu hiệu rõ rệt. thậm chí, nhiều người còn nhầm lẫn đó là cơn đau lưng do tuổi tác và viêm khớp. các triệu chứng lâm sàng chính của xẹp đốt sống bao gồm bất kỳ biểu hiện nào sau đây, có thể là đơn lẻ hoặc kết hợp với nhau: đột ngột xuất hiện tình trạng đau lưng độ đau tăng lên khi đứng hoặc đi bộ cường độ đau giảm khi nằm nghỉ khả năng di động cột sống bị hạn chế giảm chiều cao, gù lưng biến dạng cột sống và gây tàn tật","đột ngột xuất hiện đau lưng
đau giảm khi nằm nghỉ
giảm chiều cao
gù lưng
tàn tật",gãy lún cột sống không được,đột ngột,M48.5,Xẹp đốt sống,0.7692
xẹp phổi,"triệu chứng của xẹp phổi có thể khác nhau tùy thuộc vào nguyên nhân gây ra và mức độ nghiêm trọng của căn bệnh. một số triệu chứng thường gặp nhất là: đau ngực đột ngột và dữ dội, thường ở một bên: đây là một trong những triệu chứng phổ biến nhất của bệnh. cảm giác đau có thể trải dài từ vùng ngực sang vai hoặc lưng. khó thở: một triệu chứng rõ ràng khác của xẹp phổi là khó thở. đây có thể là do áp suất không khí trong phổi bị giảm, khiến cho việc lấy oxy vào cơ thể trở nên khó khăn. ho: khi có một tổn thương tại phổi, bạn có thể bị ho để giúp đẩy hết các chất độc hại hay tế bào bị tổn thương ra khỏi cơ thể. sốt: nếu phổi bị xẹp là do một bệnh lý nhiễm trùng, bạn có thể bị sốt nhẹ hoặc cao tùy thuộc vào mức độ tổn thương. mệt mỏi: phổi bị xẹp cũng có thể gây ra mệt mỏi vì thiếu oxy và cơ thể phải tiêu tốn nhiều năng lượng hơn để hoạt động. tim đập nhanh: khi cơ thể thiếu oxy, tim sẽ phải đập nhanh hơn để cung cấp đủ oxy cho các tế bào. xanh tím quanh môi hoặc đầu ngón tay, ngón chân: đây là dấu hiệu của sự thiếu hụt oxy nghiêm trọng.","đau ngực đột ngột dữ dội
khó thở
ho
sốt
mệt mỏi
tim đập nhanh",ho,không có,J98.1,Xẹp phổi,1.0
xoắn tinh hoàn,"khi con đươ ng vâ n chuyê n ma u đê n bi u bi că t đư t, tinh hoa n bi xoă n co thê gây đay dư dô i. cơ quan sưng to va co nguy cơ hoa i tư nhanh cho ng nê u không điê u tri ki p thơ i. dươ i đây la mô t sô dâ u hiê u điê n hi nh nam giơ i nên theo do i, nhâ n biê t đê liên hê sơ m vơ i ba c si : (3) đau đột ngột va dữ dội một bên bìu. đỏ và sưng bìu. một bên tinh hoàn cao hơn bên còn lại. đau bụng. buồn nôn va nôn. sốt. đi tiê u thươ ng xuyên. cho ng mă t. xuâ t hiê n khối u bâ t thươ ng trong bìu.","đau đột ngột
dữ dội
buồn nôn
sốt
u diễu điện
nôn
tiêu thường xuyên
choáng
sưng bìu
đau bụng","sưng to
nguy cơ nhanh
không điều trị",đột ngột,D29.2,Tinh hoàn,0.6658
xơ cứng bì,"người bệnh xơ cứng bì thường có các triệu chứng như: da trơn bóng do các mô dày và cứng gây ra, thường xuất hiện ở mặt và tay. ngón tay, ngón chân lạnh và bị chuyển sang màu đỏ, trắng hay xanh. đây là hiện tượng raynaud. bị đau và lở loét đầu ngón tay. xuất hiện các đốm đỏ nhỏ trên mặt và ngực do bị giãn mao mạch. sưng, đau ngón tay và ngón chân. sưng, đau khớp. yếu cơ. mặt và miệng bị khô (hội chứng sjogren). khó thở. tiêu chảy. ợ nóng. sụt cân không rõ lý do.","da trơn bóng
mô dày và cứng
lạnh và đỏ
raynaud
đau đầu ngón tay
loét đầu ngón tay
đốm đỏ trên mặt và ngực
sưng ngón tay
sưng ngón chân
sưng khớp
yếu cơ
khô mặt và miệng
khó thở
tiêu chảy
ợ nóng",sụt cân,không có,L94.1,Xơ cứng bì dạng dải,0.7904
xơ cứng động mạch,"xơ cứng động mạch không hề có triệu chứng cho đến khi sự tắc nghẽn trở nên trầm trọng. một khi điều này xảy ra các triệu chứng bắt đầu trở nên rõ ràng, thậm chí có thể gây nguy hiểm đến tính mạch trong một số trường hợp cấp tính. triệu chứng phụ thuộc vị trí động mạch bị xơ cứng: động mạch vành hoặc động mạch chủ ngực: đau tức ngực, khó thở. động mạch chủ bụng hoặc động mạch mạc treo: đau bụng. động mạch cảnh: yếu liệt nửa người, nói ngọng, méo miệng động mạch chi dưới: mỏi chân khi vận động, nghỉ ngơi đỡ, lâu dần đau ngay cả khi nghỉ ngơi, thậm chí hoại tử ngón chân, tê bì, rối loạn cảm giác. động mạch chi trên: đo huyết áp chênh lệch 2 tay 20 mmhg, mỏi tay khi vận động, đau tay ngay cả khi nghỉ ngơi, đau buốt, hoại tử đầu ngón tay. động mạch thận: huyết áp cao, da sạm, mệt mỏi, phù chân, tiểu ít.","đau buốt
mệt mỏi
khó thở
liệt nửa người
đau tức ngực
mỏi chân khi vận động
đau ngay cả khi nghỉ ngơi
đau tay ngay cả khi nghỉ
phù chân
rối loạn cảm giác
đau bụng",Không có,không có,I70,Xơ vữa động mạch,0.8464
xơ gan,"các triệu chứng của xơ gan phụ thuộc vào giai đoạn bệnh. bác sĩ thành cho biết, trong giai đoạn đầu, người bệnh có thể không có bất kỳ triệu chứng nào hoặc nếu có thì cũng rất mơ hồ và dễ nhầm lẫn với triệu chứng của các bệnh lý khác. các dấu hiệu ban đầu của xơ gan bao gồm: cơ thể mệt mỏi, thiếu năng lượng chán ăn, ăn không ngon buồn nôn sốt nhẹ giảm cân không chủ ý khi bệnh tiến triển, các triệu chứng xơ gan nghiêm trọng hơn sẽ xuất hiện, bao gồm: vàng da, vàng mắt ngứa da, sạm da dễ bị bầm tím và chảy máu lòng bàn tay đỏ rực lên (bàn tay son) xuất hiện nhiều nốt giãn mạch màu đỏ trên da, còn gọi là nốt sao mạch sưng (phù) ở cẳng chân, bàn chân và mắt cá chân cổ trướng còn gọi là báng bụng (tích tụ dịch trong ổ bụng) nước tiểu sẫm màu phân có thể màu nhạt lú lẫn, giảm trí nhớ, thay đổi tính cách đi ngoài ra máu, hoặc ói ra máu giảm ham muốn tình dục, biểu hiện qua mãn kinh sớm (ở phụ nữ) hoặc tuyến vú phát triển (ở nam giới), tinh hoàn teo lại.","mệt mỏi
thiếu năng lượng
chán ăn
buồn nôn
sốt nhẹ
giảm cân không chủ ý
sốt
giảm cân
sắc mặt vàng
ngứa da
xuất huyết
bầm tím
xuất huyết lòng bàn tay",Không có,không có,K74.1,Xơ gan cứng,0.8564
xơ phổi,"diễn tiến bệnh và mức độ nghiêm trọng của phổi xơ hóa khác nhau ở mỗi bệnh nhân, một số bệnh nhân tiến triển bệnh rất nhanh với các triệu chứng nghiêm trọng, một số khác lại chỉ có triệu chứng nhẹ, dần dần mới phát triển biến chứng mạnh mẽ sau vài tháng hoặc một năm. gs.ts.bs ngô quý châu khuyến cáo, người bệnh cần đặc biệt chú ý khi có các dấu hiệu như: khó thở, đặc biệt là trong hoặc sau khi người bệnh hoạt động thể chất hoặc ho khan; ho khan, ho kéo dài, ho khò khè, có thể ho ra máu; đau tức ngực; đau nhức các bắp thịt và khớp; thường xuyên rơi vào trạng thái mệt mỏi, sụt cân mà không rõ lý do.","khó thở
ho khan
ho kéo dài
ho khò khè
ho ra máu
đau nhức các bắp thịt
mệt mỏi
sụt cân",sụt cân,"sau khi người bệnh hoạt, thường xuyên, vài tháng",J67.3,Bệnh phổi do xơ cây bần,0.8072
xuất huyết dạ dày,"triệu chứng của xuất huyết dạ dày có thể biểu hiện rõ ràng hoặc không. các dấu hiệu cụ thể sẽ phụ thuộc vào tốc độ và vị trí chảy máu trên đường tiêu hóa (miệng, hậu môn, ). 1. đau bụng vùng thượng vị xuất huyết bao tử do phần niêm mạc bị tổn thương sẽ gây ra những đau tại vùng thượng vị có thể lan ra sau lưng. đây đều là những dấu hiệu nguy hiểm cần nhận biết để cấp cứu kịp thời. 2. thay đổi sắc tố da hay da niêm mạc nhợt chảy máu bao tử là biến chứng nguy hiểm của các bệnh lý dạ dày như loét, ung thư, nhiễm trùng khi bệnh nhân bị xuất huyết dẫn đến hiện tượng mất máu, gây ra tình trạng suy nhược, mệt mỏi, da tái nhợt và thiếu sức sống. 3. buồn nôn, nôn ra máu đây là dấu hiệu phổ biến và dễ nhận thấy nhất của xuất huyết dạ dày. ban đầu, người bệnh sẽ cảm thấy đầy bụng, chướng bụng, sau đó nôn ra thức ăn lẫn máu tươi hoặc máu đen. nếu triệu chứng lặp lại liên tục và lượng máu nôn ra nhiều sẽ rất nguy hiểm. trong trường hợp này, bệnh nhân cần được cấp cứu kịp thời để theo dõi. 4. đi ngoài ra máu đi ngoài ra máu có màu đen như bã cà phê kèm mùi khó chịu là triệu chứng điển hình của xuất huyết bao tử. lượng phân càng nhiều, màu càng sậm thì tình trạng càng nặng. triệu chứng này xuất hiện do máu từ dạ dày đã hòa lẫn cùng thức ăn đi vào đường ruột và ra ngoài theo chất thải. ngoài ra, nếu lượng máu chảy ra quá nhiều sẽ gây nên tình trạng đại tiện kèm máu đỏ tươi. 5. dấu hiệu thiếu máu xuất huyết bao tử liên tục và kéo dài sẽ khiến cơ thể rơi vào tình trạng thiếu máu nghiêm trọng. một loạt các dấu hiệu dễ nhận thấy như hoa mắt, chóng mặt, choáng váng, tụt huyết áp, mệt mỏi, vã mồ hôi hay còn gọi là sốc mất máu. ngoài ra, khi dạ dày gặp vấn đề, người bệnh sẽ thường cảm thấy chán ăn, ăn không ngon, từ đó dễ thiếu chất dinh dưỡng và dẫn đến suy nhược. 6. mệt mỏi, khó thở xuất huyết bao tử dẫn đến thiếu máu, từ đó gây ra hàng loạt các triệu chứng nguy hiểm như mệt mỏi, khó thở, thở dốc và có thể bị ngất. điều này rất nguy hiểm, bệnh nhân cần thăm khám kịp thời để có hướng kiểm soát ngay lập tức.","đau bụng vùng thượng vị
chướng bụng
đau tại vùng thượng vị
thở dốc
hoa mắt
chóng mặt
choáng váng
tụt huyết áp
mệt mỏi
chán ăn
ăn không ngon
thiếu máu
mất máu
nôn ra máu
nôn ra nhiều
đi ngoài ra máu
đi ngoài ra máu màu đen
thiếu chất dinh dưỡng
mất máu nghiêm trọng
ngất
khó thở
khó thở xuất huyết bao tử
mệt mỏi xuất huyết bao tử
thiếu máu nghiêm trọng
chảy máu trên đường tiêu hóa
chảy máu bao tử liên tục",Không có,không có,K29.0,Viêm dạ dày xuất huyết cấp tính,0.725
